regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,64,2048,2048,8192,5120,544.002,658.821,660.962,1.0186
mixed,2,1,0.5,4.0,64,2048,4096,16384,10240,737.533,962.405,962.755,1.0016
mixed,2,1,0.5,4.0,64,2048,8192,32768,20480,1113.414,1567.813,1569.672,1.0041
mixed,2,1,0.5,4.0,64,4096,128,512,320,516.035,515.233,518.467,
mixed,2,1,0.5,4.0,64,4096,256,1024,640,516.354,517.824,515.555,-0.5435
mixed,2,1,0.5,4.0,64,4096,512,2048,1280,517.25,518.272,515.937,-1.2847
mixed,2,1,0.5,4.0,64,4096,1024,4096,2560,516.549,510.946,518.337,
mixed,2,1,0.5,4.0,64,4096,2048,8192,5120,545.604,662.559,657.25,0.9546
mixed,2,1,0.5,4.0,64,4096,4096,16384,10240,735.843,965.509,967.749,1.0098
mixed,2,1,0.5,4.0,64,4096,8192,32768,20480,1112.452,1571.749,1576.328,1.01
mixed,2,1,0.5,4.0,64,8192,128,512,320,666.339,668.004,669.573,1.9423
mixed,2,1,0.5,4.0,64,8192,256,1024,640,667.843,668.451,668.897,1.7336
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,668.033,666.852,668.739,
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,668.29,668.198,666.878,
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,666.657,664.223,667.651,
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,738.053,965.057,971.781,1.0296
mixed,2,1,0.5,4.0,64,8192,8192,32768,20480,1117.829,1571.427,1574.948,1.0078
mixed,2,1,0.5,4.0,64,16384,128,512,320,972.42,974.465,973.38,0.4694
mixed,2,1,0.5,4.0,64,16384,256,1024,640,971.428,971.203,973.729,
mixed,2,1,0.5,4.0,64,16384,512,2048,1280,973.314,973.54,973.897,2.5796
mixed,2,1,0.5,4.0,64,16384,1024,4096,2560,973.764,974.654,971.208,-2.8719
mixed,2,1,0.5,4.0,64,16384,2048,8192,5120,973.193,975.526,974.178,0.4222
mixed,2,1,0.5,4.0,64,16384,4096,16384,10240,971.654,972.454,971.202,-0.565
mixed,2,1,0.5,4.0,64,16384,8192,32768,20480,1121.796,1575.266,1580.966,1.0126
mixed,2,1,0.5,4.0,128,0,128,512,320,337.761,350.944,350.975,1.0024
mixed,2,1,0.5,4.0,128,0,256,1024,640,360.475,392.097,388.287,0.8795
mixed,2,1,0.5,4.0,128,0,512,2048,1280,406.982,462.529,465.444,1.0525
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,505.727,616.708,616.899,1.0017
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,691.684,919.684,919.299,0.9983
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,1071.972,1528.293,1528.294,1.0
mixed,2,1,0.5,4.0,128,0,8192,32768,20480,1829.286,2741.77,2740.072,0.9981
mixed,2,1,0.5,4.0,128,512,128,512,320,360.738,359.429,359.585,
mixed,2,1,0.5,4.0,128,512,256,1024,640,359.684,388.355,390.878,1.088
mixed,2,1,0.5,4.0,128,512,512,2048,1280,412.033,466.114,463.364,0.9492
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,503.745,617.312,617.636,1.0029
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,693.859,920.099,918.886,0.9946
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,1073.571,1525.829,1525.507,0.9993
mixed,2,1,0.5,4.0,128,512,8192,32768,20480,1831.276,2740.747,2739.021,0.9981
mixed,2,1,0.5,4.0,128,1024,128,512,320,399.137,398.213,395.43,
mixed,2,1,0.5,4.0,128,1024,256,1024,640,397.821,395.749,397.563,
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,406.27,467.269,466.883,0.9937
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,504.164,618.622,618.784,1.0014
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,695.204,920.065,920.356,1.0013
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,1073.51,1524.71,1528.454,1.0083
mixed,2,1,0.5,4.0,128,1024,8192,32768,20480,1831.815,2741.865,2742.121,1.0003
mixed,2,1,0.5,4.0,128,2048,128,512,320,473.054,470.979,470.751,
mixed,2,1,0.5,4.0,128,2048,256,1024,640,473.956,472.866,473.38,
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,472.447,472.387,471.97,
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,503.683,617.284,618.245,1.0085
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,693.026,921.729,922.056,1.0014
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,1072.419,1526.373,1529.413,1.0067
mixed,2,1,0.5,4.0,128,2048,8192,32768,20480,1830.279,2746.473,2749.932,1.0038
mixed,2,1,0.5,4.0,128,4096,128,512,320,624.199,621.796,623.808,
mixed,2,1,0.5,4.0,128,4096,256,1024,640,622.435,622.178,622.148,
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,623.651,625.477,624.322,0.3675
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,623.713,622.72,622.432,
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,693.505,919.493,919.652,1.0007
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,1074.056,1528.483,1530.148,1.0037
mixed,2,1,0.5,4.0,128,4096,8192,32768,20480,1834.276,2742.378,2742.602,1.0002
mixed,2,1,0.5,4.0,128,8192,128,512,320,922.658,921.895,923.812,
mixed,2,1,0.5,4.0,128,8192,256,1024,640,926.69,926.564,923.747,
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,923.334,924.87,924.706,0.8932
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,924.197,922.021,923.364,
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,923.748,921.538,924.165,
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,1071.493,1528.096,1527.588,0.9989
mixed,2,1,0.5,4.0,128,8192,8192,32768,20480,1830.984,2739.401,2743.852,1.0049
mixed,2,1,0.5,4.0,128,16384,128,512,320,1522.344,1521.578,1522.31,
mixed,2,1,0.5,4.0,128,16384,256,1024,640,1521.793,1524.258,1523.366,0.6381
mixed,2,1,0.5,4.0,128,16384,512,2048,1280,1528.263,1522.95,1523.778,
mixed,2,1,0.5,4.0,128,16384,1024,4096,2560,1522.918,1522.566,1522.025,
mixed,2,1,0.5,4.0,128,16384,2048,8192,5120,1520.618,1522.055,1520.711,0.0647
mixed,2,1,0.5,4.0,128,16384,4096,16384,10240,1527.396,1526.433,1530.341,
mixed,2,1,0.5,4.0,128,16384,8192,32768,20480,1831.275,2747.529,2744.525,0.9967
mixed,2,1,0.5,4.0,256,0,128,512,320,421.346,421.919,422.721,2.3997
mixed,2,1,0.5,4.0,256,0,256,1024,640,428.419,456.549,456.61,1.0022
mixed,2,1,0.5,4.0,256,0,512,2048,1280,475.299,532.482,531.201,0.9776
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,568.192,682.462,681.763,0.9939
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,761.0,986.85,987.075,1.001
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,1138.244,1594.983,1596.486,1.0033
mixed,2,1,0.5,4.0,256,0,8192,32768,20480,1897.674,2811.468,2808.424,0.9967
mixed,2,1,0.5,4.0,256,512,128,512,320,499.518,495.908,499.138,
mixed,2,1,0.5,4.0,256,512,256,1024,640,502.915,533.956,534.75,1.0256
mixed,2,1,0.5,4.0,256,512,512,2048,1280,550.467,609.283,604.964,0.9266
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,647.009,761.346,760.772,0.995
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,834.627,1063.268,1064.706,1.0063
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,1218.471,1673.48,1667.497,0.9869
mixed,2,1,0.5,4.0,256,512,8192,32768,20480,1975.595,2893.355,2890.254,0.9966
mixed,2,1,0.5,4.0,256,1024,128,512,320,573.473,578.338,575.011,0.3161
mixed,2,1,0.5,4.0,256,1024,256,1024,640,574.976,572.577,574.146,
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,589.603,646.533,651.457,1.0865
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,688.868,802.626,797.891,0.9584
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,874.85,1102.852,1103.716,1.0038
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,1261.412,1715.431,1713.929,0.9967
mixed,2,1,0.5,4.0,256,1024,8192,32768,20480,2017.8,2929.451,2933.068,1.004
mixed,2,1,0.5,4.0,256,2048,128,512,320,727.586,727.585,728.962,
mixed,2,1,0.5,4.0,256,2048,256,1024,640,731.234,727.234,729.411,
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,730.852,728.739,726.438,
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,764.449,880.32,878.785,0.9868
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,957.477,1184.07,1181.576,0.989
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,1329.864,1796.134,1789.416,0.9856
mixed,2,1,0.5,4.0,256,2048,8192,32768,20480,2097.0,3007.593,3003.147,0.9951
mixed,2,1,0.5,4.0,256,4096,128,512,320,1032.578,1029.348,1030.403,
mixed,2,1,0.5,4.0,256,4096,256,1024,640,1027.109,1030.915,1032.259,1.3531
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,1029.763,1029.959,1026.851,-14.8571
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,1028.327,1030.247,1027.49,-0.4359
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,1102.567,1328.933,1331.878,1.013
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,1487.011,1942.153,1936.808,0.9883
mixed,2,1,0.5,4.0,256,4096,8192,32768,20480,2243.336,3157.324,3153.901,0.9963
mixed,2,1,0.5,4.0,256,8192,128,512,320,1628.229,1628.871,1629.829,2.4922
mixed,2,1,0.5,4.0,256,8192,256,1024,640,1630.247,1629.735,1631.111,
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,1635.239,1628.422,1630.053,
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,1630.023,1628.967,1631.044,
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,1629.064,1632.487,1628.709,-0.1037
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,1780.648,2241.384,2243.845,1.0053
mixed,2,1,0.5,4.0,256,8192,8192,32768,20480,2544.88,3457.618,3459.242,1.0018
mixed,2,1,0.5,4.0,256,16384,128,512,320,2833.966,2835.083,2832.366,-1.4324
mixed,2,1,0.5,4.0,256,16384,256,1024,640,2832.519,2832.975,2831.335,-2.5965
mixed,2,1,0.5,4.0,256,16384,512,2048,1280,2832.459,2833.034,2840.424,13.8522
mixed,2,1,0.5,4.0,256,16384,1024,4096,2560,2832.97,2834.892,2833.61,0.333
mixed,2,1,0.5,4.0,256,16384,2048,8192,5120,2831.849,2837.483,2831.371,-0.0848
mixed,2,1,0.5,4.0,256,16384,4096,16384,10240,2832.653,2848.012,2844.011,0.7395
mixed,2,1,0.5,4.0,256,16384,8192,32768,20480,3149.325,4058.515,4060.078,1.0017
mixed,2,1,0.5,4.0,512,0,128,512,320,758.881,756.065,755.969,
mixed,2,1,0.5,4.0,512,0,256,1024,640,755.715,760.066,755.682,-0.0076
mixed,2,1,0.5,4.0,512,0,512,2048,1280,757.249,762.179,767.491,2.0775
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,803.17,918.019,919.234,1.0106
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,999.781,1225.669,1223.394,0.9899
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,1385.028,1838.122,1834.851,0.9928
mixed,2,1,0.5,4.0,512,0,8192,32768,20480,2145.959,3055.087,3053.736,0.9985
mixed,2,1,0.5,4.0,512,512,128,512,320,915.075,913.6,913.317,
mixed,2,1,0.5,4.0,512,512,256,1024,640,915.047,940.005,947.168,1.287
mixed,2,1,0.5,4.0,512,512,512,2048,1280,965.027,1020.13,1022.723,1.0471
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,1057.89,1177.702,1176.385,0.989
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,1255.591,1485.893,1483.525,0.9897
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1641.096,2092.552,2089.289,0.9928
mixed,2,1,0.5,4.0,512,512,8192,32768,20480,2397.32,3313.523,3321.071,1.0082
mixed,2,1,0.5,4.0,512,1024,128,512,320,1067.045,1062.117,1071.781,
mixed,2,1,0.5,4.0,512,1024,256,1024,640,1060.16,1067.27,1067.751,1.0677
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,1082.916,1138.471,1143.427,1.0892
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,1179.11,1298.437,1293.927,0.9622
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,1377.412,1605.542,1597.285,0.9638
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1757.251,2213.478,2211.146,0.9949
mixed,2,1,0.5,4.0,512,1024,8192,32768,20480,2517.161,3436.179,3425.931,0.9888
mixed,2,1,0.5,4.0,512,2048,128,512,320,1364.457,1367.045,1366.217,0.6801
mixed,2,1,0.5,4.0,512,2048,256,1024,640,1363.814,1371.298,1367.143,0.4448
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,1366.372,1366.47,1367.236,8.8163
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,1402.025,1522.727,1522.113,0.9949
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,1596.23,1826.98,1827.749,1.0033
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1983.528,2441.353,2441.225,0.9997
mixed,2,1,0.5,4.0,512,2048,8192,32768,20480,2747.82,3656.88,3661.585,1.0052
mixed,2,1,0.5,4.0,512,4096,128,512,320,1961.161,1964.33,1969.323,2.5756
mixed,2,1,0.5,4.0,512,4096,256,1024,640,1963.622,1967.176,1969.256,1.5853
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,1959.142,1958.663,1959.336,
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,1963.203,1962.826,1964.525,
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,2044.421,2278.695,2282.952,1.0182
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,2432.396,2885.577,2890.666,1.0112
mixed,2,1,0.5,4.0,512,4096,8192,32768,20480,3190.249,4100.499,4107.6,1.0078
mixed,2,1,0.5,4.0,512,8192,128,512,320,3165.871,3165.391,3170.604,
mixed,2,1,0.5,4.0,512,8192,256,1024,640,3168.719,3162.158,3169.327,
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,3159.628,3165.328,3163.85,0.7407
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,3164.52,3174.73,3168.625,0.4021
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,3165.293,3166.833,3165.547,0.1649
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,3328.143,3786.577,3789.043,1.0054
mixed,2,1,0.5,4.0,512,8192,8192,32768,20480,4094.219,5000.879,5023.384,1.0248
mixed,2,1,0.5,4.0,512,16384,128,512,320,5575.155,5572.658,5575.193,
mixed,2,1,0.5,4.0,512,16384,256,1024,640,5572.762,5576.125,5568.148,-1.372
mixed,2,1,0.5,4.0,512,16384,512,2048,1280,5573.236,5572.381,5588.952,
mixed,2,1,0.5,4.0,512,16384,1024,4096,2560,5576.367,5572.664,5567.793,
mixed,2,1,0.5,4.0,512,16384,2048,8192,5120,5567.476,5574.201,5577.466,1.4855
mixed,2,1,0.5,4.0,512,16384,4096,16384,10240,5567.826,5601.203,5580.247,0.3721
mixed,2,1,0.5,4.0,512,16384,8192,32768,20480,5894.654,6808.223,6807.803,0.9995
mixed,2,1,0.5,4.0,1024,0,128,512,320,1236.002,1240.678,1236.137,0.0289
