pc,n_label,skew_rate_label,kv_big_label,kp_label,alpha,n_samples
16,n<=128,sr<=15%,kvB<=1k,kp<=1k,0.3233,4
16,n<=128,sr<=15%,kvB<=1k,kp<=2k,-0.0592,4
16,n<=128,sr<=15%,kvB<=1k,kp<=4k,-0.0277,4
16,n<=128,sr<=15%,kvB<=1k,kp<=512,0.4045,4
16,n<=128,sr<=15%,kvB<=1k,kp<=8k,-0.0592,4
16,n<=128,sr<=15%,kvB<=1k,kp=0,0.5328,4
16,n<=128,sr<=15%,kvB<=4k,kp<=1k,0.2179,4
16,n<=128,sr<=15%,kvB<=4k,kp<=2k,0.2143,4
16,n<=128,sr<=15%,kvB<=4k,kp<=4k,0.1421,4
16,n<=128,sr<=15%,kvB<=4k,kp<=512,0.209,4
16,n<=128,sr<=15%,kvB<=4k,kp<=8k,-0.1862,4
16,n<=128,sr<=15%,kvB<=4k,kp=0,0.1977,4
16,n<=128,sr<=40%,kvB<=16k,kp<=1k,0.0973,2
16,n<=128,sr<=40%,kvB<=16k,kp<=2k,0.0885,2
16,n<=128,sr<=40%,kvB<=16k,kp<=4k,0.093,2
16,n<=128,sr<=40%,kvB<=16k,kp<=512,0.096,2
16,n<=128,sr<=40%,kvB<=16k,kp<=8k,0.0825,2
16,n<=128,sr<=40%,kvB<=16k,kp=0,0.0967,2
16,n<=128,sr<=40%,kvB<=1k,kp<=1k,0.2549,2
16,n<=128,sr<=40%,kvB<=1k,kp<=2k,0.1752,2
16,n<=128,sr<=40%,kvB<=1k,kp<=4k,-0.3347,2
16,n<=128,sr<=40%,kvB<=1k,kp<=512,0.2957,2
16,n<=128,sr<=40%,kvB<=1k,kp<=8k,-0.2556,2
16,n<=128,sr<=40%,kvB<=1k,kp=0,0.513,2
16,n<=128,sr<=40%,kvB<=4k,kp<=1k,0.0666,2
16,n<=128,sr<=40%,kvB<=4k,kp<=2k,0.0667,2
16,n<=128,sr<=40%,kvB<=4k,kp<=4k,0.0011,2
16,n<=128,sr<=40%,kvB<=4k,kp<=512,0.0951,2
16,n<=128,sr<=40%,kvB<=4k,kp<=8k,-0.0843,2
16,n<=128,sr<=40%,kvB<=4k,kp=0,0.0707,2
16,n<=128,sr<=5%,kvB<=16k,kp<=1k,0.1434,8
16,n<=128,sr<=5%,kvB<=16k,kp<=2k,0.1441,8
16,n<=128,sr<=5%,kvB<=16k,kp<=4k,0.1536,8
16,n<=128,sr<=5%,kvB<=16k,kp<=512,0.1417,8
16,n<=128,sr<=5%,kvB<=16k,kp<=8k,0.1953,8
16,n<=128,sr<=5%,kvB<=16k,kp=0,0.1463,8
16,n<=128,sr<=5%,kvB<=1k,kp<=1k,0.3361,8
16,n<=128,sr<=5%,kvB<=1k,kp<=2k,0.0343,8
16,n<=128,sr<=5%,kvB<=1k,kp<=4k,-0.0033,8
16,n<=128,sr<=5%,kvB<=1k,kp<=512,0.2889,8
16,n<=128,sr<=5%,kvB<=1k,kp<=8k,-0.0065,8
16,n<=128,sr<=5%,kvB<=1k,kp=0,0.4004,8
16,n<=128,sr<=5%,kvB<=4k,kp<=1k,0.1932,8
16,n<=128,sr<=5%,kvB<=4k,kp<=2k,0.2436,8
16,n<=128,sr<=5%,kvB<=4k,kp<=4k,0.2075,8
16,n<=128,sr<=5%,kvB<=4k,kp<=512,0.1964,8
16,n<=128,sr<=5%,kvB<=4k,kp<=8k,-0.012,8
16,n<=128,sr<=5%,kvB<=4k,kp=0,0.1635,8
16,n<=128,sr<=70%,kvB<=16k,kp<=1k,0.0987,2
16,n<=128,sr<=70%,kvB<=16k,kp<=2k,0.0883,2
16,n<=128,sr<=70%,kvB<=16k,kp<=4k,0.0988,2
16,n<=128,sr<=70%,kvB<=16k,kp<=512,0.1005,2
16,n<=128,sr<=70%,kvB<=16k,kp<=8k,0.0879,2
16,n<=128,sr<=70%,kvB<=16k,kp=0,0.1071,2
16,n<=128,sr<=70%,kvB<=1k,kp<=1k,0.5738,2
16,n<=128,sr<=70%,kvB<=1k,kp<=2k,0.481,2
16,n<=128,sr<=70%,kvB<=1k,kp<=4k,-0.2937,1
16,n<=128,sr<=70%,kvB<=1k,kp<=512,0.5689,2
16,n<=128,sr<=70%,kvB<=1k,kp<=8k,-0.3612,2
16,n<=128,sr<=70%,kvB<=1k,kp=0,0.6193,2
16,n<=128,sr<=70%,kvB<=4k,kp<=1k,0.127,2
16,n<=128,sr<=70%,kvB<=4k,kp<=2k,0.1411,2
16,n<=128,sr<=70%,kvB<=4k,kp<=4k,0.1872,2
16,n<=128,sr<=70%,kvB<=4k,kp<=512,0.1629,2
16,n<=128,sr<=70%,kvB<=4k,kp<=8k,0.054,1
16,n<=128,sr<=70%,kvB<=4k,kp=0,0.1627,2
16,n<=128,sr>70%,kvB<=16k,kp<=1k,0.1615,4
16,n<=128,sr>70%,kvB<=16k,kp<=2k,0.144,4
16,n<=128,sr>70%,kvB<=16k,kp<=4k,0.1434,4
16,n<=128,sr>70%,kvB<=16k,kp<=512,0.1443,4
16,n<=128,sr>70%,kvB<=16k,kp<=8k,0.1242,4
16,n<=128,sr>70%,kvB<=16k,kp=0,0.1301,4
16,n<=128,sr>70%,kvB<=1k,kp<=1k,0.0722,4
16,n<=128,sr>70%,kvB<=1k,kp<=2k,0.183,4
16,n<=128,sr>70%,kvB<=1k,kp<=4k,-1.2642,3
16,n<=128,sr>70%,kvB<=1k,kp<=512,0.1396,4
16,n<=128,sr>70%,kvB<=1k,kp<=8k,-1.3789,4
16,n<=128,sr>70%,kvB<=1k,kp=0,0.5796,4
16,n<=128,sr>70%,kvB<=4k,kp<=1k,0.3074,4
16,n<=128,sr>70%,kvB<=4k,kp<=2k,0.2813,4
16,n<=128,sr>70%,kvB<=4k,kp<=4k,0.3203,4
16,n<=128,sr>70%,kvB<=4k,kp<=512,0.3108,4
16,n<=128,sr>70%,kvB<=4k,kp<=8k,0.2136,3
16,n<=128,sr>70%,kvB<=4k,kp=0,0.3428,4
16,n<=16,sr<=15%,kvB<=16k,kp<=1k,0.0422,4
16,n<=16,sr<=15%,kvB<=16k,kp<=2k,0.0231,4
16,n<=16,sr<=15%,kvB<=16k,kp<=4k,0.0201,4
16,n<=16,sr<=15%,kvB<=16k,kp<=512,0.049,4
16,n<=16,sr<=15%,kvB<=16k,kp<=8k,0.0046,4
16,n<=16,sr<=15%,kvB<=16k,kp=0,0.0304,4
16,n<=16,sr<=15%,kvB<=1k,kp<=1k,1.0731,2
16,n<=16,sr<=15%,kvB<=1k,kp<=2k,-0.5861,1
16,n<=16,sr<=15%,kvB<=1k,kp<=4k,0.2621,3
16,n<=16,sr<=15%,kvB<=1k,kp<=512,-0.3832,3
16,n<=16,sr<=15%,kvB<=1k,kp<=8k,-0.3099,1
16,n<=16,sr<=15%,kvB<=1k,kp=0,0.8525,4
16,n<=16,sr<=15%,kvB<=4k,kp<=1k,0.0161,4
16,n<=16,sr<=15%,kvB<=4k,kp<=2k,0.0036,4
16,n<=16,sr<=15%,kvB<=4k,kp<=4k,-0.0997,4
16,n<=16,sr<=15%,kvB<=4k,kp<=512,0.0448,4
16,n<=16,sr<=15%,kvB<=4k,kp<=8k,0.0019,4
16,n<=16,sr<=15%,kvB<=4k,kp=0,0.1157,4
16,n<=16,sr<=40%,kvB<=16k,kp<=1k,0.0278,4
16,n<=16,sr<=40%,kvB<=16k,kp<=2k,0.0412,4
16,n<=16,sr<=40%,kvB<=16k,kp<=4k,0.0403,4
16,n<=16,sr<=40%,kvB<=16k,kp<=512,0.0339,4
16,n<=16,sr<=40%,kvB<=16k,kp<=8k,0.0244,4
16,n<=16,sr<=40%,kvB<=16k,kp=0,0.0309,4
16,n<=16,sr<=40%,kvB<=1k,kp<=1k,0.5119,2
16,n<=16,sr<=40%,kvB<=1k,kp<=2k,0.7401,2
16,n<=16,sr<=40%,kvB<=1k,kp<=4k,0.4249,4
16,n<=16,sr<=40%,kvB<=1k,kp<=512,0.7167,4
16,n<=16,sr<=40%,kvB<=1k,kp=0,0.8708,4
16,n<=16,sr<=40%,kvB<=4k,kp<=1k,0.0381,4
16,n<=16,sr<=40%,kvB<=4k,kp<=2k,0.0334,4
16,n<=16,sr<=40%,kvB<=4k,kp<=4k,0.0582,4
16,n<=16,sr<=40%,kvB<=4k,kp<=512,0.0892,4
16,n<=16,sr<=40%,kvB<=4k,kp<=8k,0.0196,4
16,n<=16,sr<=40%,kvB<=4k,kp=0,0.0557,4
16,n<=16,sr<=70%,kvB<=16k,kp<=1k,-0.0159,2
16,n<=16,sr<=70%,kvB<=16k,kp<=2k,-0.0142,2
16,n<=16,sr<=70%,kvB<=16k,kp<=4k,-0.1355,2
16,n<=16,sr<=70%,kvB<=16k,kp<=512,-0.0193,2
16,n<=16,sr<=70%,kvB<=16k,kp<=8k,0.0255,2
16,n<=16,sr<=70%,kvB<=16k,kp=0,0.03,2
16,n<=16,sr<=70%,kvB<=1k,kp<=1k,0.3601,1
16,n<=16,sr<=70%,kvB<=1k,kp<=4k,-0.3552,1
16,n<=16,sr<=70%,kvB<=1k,kp=0,0.8148,2
16,n<=16,sr<=70%,kvB<=4k,kp<=1k,0.0757,2
16,n<=16,sr<=70%,kvB<=4k,kp<=2k,-0.087,2
16,n<=16,sr<=70%,kvB<=4k,kp<=4k,-0.0373,2
16,n<=16,sr<=70%,kvB<=4k,kp<=512,-0.0067,2
16,n<=16,sr<=70%,kvB<=4k,kp<=8k,0.023,2
16,n<=16,sr<=70%,kvB<=4k,kp=0,0.1103,2
16,n<=16,sr>70%,kvB<=16k,kp<=1k,0.4668,4
16,n<=16,sr>70%,kvB<=16k,kp<=2k,0.3455,4
16,n<=16,sr>70%,kvB<=16k,kp<=4k,0.4616,4
16,n<=16,sr>70%,kvB<=16k,kp<=512,0.3676,4
16,n<=16,sr>70%,kvB<=16k,kp<=8k,0.0461,4
16,n<=16,sr>70%,kvB<=16k,kp=0,0.08,4
16,n<=16,sr>70%,kvB<=1k,kp<=2k,-0.4061,2
16,n<=16,sr>70%,kvB<=1k,kp<=4k,0.2068,2
16,n<=16,sr>70%,kvB<=1k,kp=0,-3.2661,2
16,n<=16,sr>70%,kvB<=4k,kp<=1k,-0.0396,3
16,n<=16,sr>70%,kvB<=4k,kp<=2k,0.0631,4
16,n<=16,sr>70%,kvB<=4k,kp<=4k,0.011,4
16,n<=16,sr>70%,kvB<=4k,kp<=512,-0.0594,4
16,n<=16,sr>70%,kvB<=4k,kp<=8k,0.0024,4
16,n<=16,sr>70%,kvB<=4k,kp=0,0.0265,4
16,n<=2,sr<=70%,kvB<=16k,kp<=1k,0.4744,2
16,n<=2,sr<=70%,kvB<=16k,kp<=2k,0.5882,2
16,n<=2,sr<=70%,kvB<=16k,kp<=4k,0.456,2
16,n<=2,sr<=70%,kvB<=16k,kp<=512,0.5918,2
16,n<=2,sr<=70%,kvB<=16k,kp<=8k,0.1664,2
16,n<=2,sr<=70%,kvB<=16k,kp=0,0.7272,2
16,n<=2,sr<=70%,kvB<=1k,kp<=1k,0.6259,1
16,n<=2,sr<=70%,kvB<=1k,kp<=2k,1.1154,1
16,n<=2,sr<=70%,kvB<=1k,kp<=4k,-1.7398,1
16,n<=2,sr<=70%,kvB<=1k,kp<=8k,-0.0605,1
16,n<=2,sr<=70%,kvB<=1k,kp=0,0.95,2
16,n<=2,sr<=70%,kvB<=4k,kp<=1k,0.3947,2
16,n<=2,sr<=70%,kvB<=4k,kp<=2k,0.8427,1
16,n<=2,sr<=70%,kvB<=4k,kp<=512,-1.4516,2
16,n<=2,sr<=70%,kvB<=4k,kp<=8k,1.1078,1
16,n<=2,sr<=70%,kvB<=4k,kp=0,-0.5338,2
16,n<=32,sr<=15%,kvB<=16k,kp<=1k,0.0212,6
16,n<=32,sr<=15%,kvB<=16k,kp<=2k,0.0129,6
16,n<=32,sr<=15%,kvB<=16k,kp<=4k,-0.0344,6
16,n<=32,sr<=15%,kvB<=16k,kp<=512,0.0187,6
16,n<=32,sr<=15%,kvB<=16k,kp<=8k,-0.2732,6
16,n<=32,sr<=15%,kvB<=16k,kp=0,0.0126,6
16,n<=32,sr<=15%,kvB<=1k,kp<=1k,-0.3357,5
16,n<=32,sr<=15%,kvB<=1k,kp<=2k,-0.7096,4
16,n<=32,sr<=15%,kvB<=1k,kp<=4k,0.043,3
16,n<=32,sr<=15%,kvB<=1k,kp<=512,-0.2675,4
16,n<=32,sr<=15%,kvB<=1k,kp<=8k,-0.0264,3
16,n<=32,sr<=15%,kvB<=1k,kp=0,0.4837,6
16,n<=32,sr<=15%,kvB<=4k,kp<=1k,0.0022,6
16,n<=32,sr<=15%,kvB<=4k,kp<=2k,-0.0427,6
16,n<=32,sr<=15%,kvB<=4k,kp<=4k,-0.0128,6
16,n<=32,sr<=15%,kvB<=4k,kp<=512,0.0304,6
16,n<=32,sr<=15%,kvB<=4k,kp<=8k,0.0638,6
16,n<=32,sr<=15%,kvB<=4k,kp=0,0.0465,6
16,n<=32,sr<=40%,kvB<=16k,kp<=1k,0.2245,2
16,n<=32,sr<=40%,kvB<=16k,kp<=2k,0.2317,2
16,n<=32,sr<=40%,kvB<=16k,kp<=4k,0.1714,2
16,n<=32,sr<=40%,kvB<=16k,kp<=512,0.2331,2
16,n<=32,sr<=40%,kvB<=16k,kp<=8k,-0.2692,2
16,n<=32,sr<=40%,kvB<=16k,kp=0,0.2486,2
16,n<=32,sr<=40%,kvB<=1k,kp<=1k,-0.22,1
16,n<=32,sr<=40%,kvB<=1k,kp<=2k,-0.4125,1
16,n<=32,sr<=40%,kvB<=1k,kp<=4k,-0.3829,1
16,n<=32,sr<=40%,kvB<=1k,kp<=512,0.0241,2
16,n<=32,sr<=40%,kvB<=1k,kp<=8k,-0.0277,2
16,n<=32,sr<=40%,kvB<=1k,kp=0,0.3893,2
16,n<=32,sr<=40%,kvB<=4k,kp<=1k,-0.0516,2
16,n<=32,sr<=40%,kvB<=4k,kp<=2k,-0.0371,2
16,n<=32,sr<=40%,kvB<=4k,kp<=4k,0.0218,2
16,n<=32,sr<=40%,kvB<=4k,kp<=512,0.0078,2
16,n<=32,sr<=40%,kvB<=4k,kp<=8k,-0.0192,2
16,n<=32,sr<=40%,kvB<=4k,kp=0,0.0352,2
16,n<=32,sr<=5%,kvB<=16k,kp<=1k,0.1427,2
16,n<=32,sr<=5%,kvB<=16k,kp<=2k,0.1703,2
16,n<=32,sr<=5%,kvB<=16k,kp<=4k,0.1487,2
16,n<=32,sr<=5%,kvB<=16k,kp<=512,0.2076,2
16,n<=32,sr<=5%,kvB<=16k,kp<=8k,-0.2048,2
16,n<=32,sr<=5%,kvB<=16k,kp=0,0.1778,2
16,n<=32,sr<=5%,kvB<=1k,kp<=1k,0.0274,1
16,n<=32,sr<=5%,kvB<=1k,kp<=2k,0.0279,1
16,n<=32,sr<=5%,kvB<=1k,kp<=4k,0.0523,1
16,n<=32,sr<=5%,kvB<=1k,kp<=512,-0.5088,2
16,n<=32,sr<=5%,kvB<=1k,kp<=8k,-0.1177,2
16,n<=32,sr<=5%,kvB<=1k,kp=0,0.4736,2
16,n<=32,sr<=5%,kvB<=4k,kp<=1k,0.0616,2
16,n<=32,sr<=5%,kvB<=4k,kp<=2k,0.0115,2
16,n<=32,sr<=5%,kvB<=4k,kp<=4k,-0.0112,2
16,n<=32,sr<=5%,kvB<=4k,kp<=512,0.0557,2
16,n<=32,sr<=5%,kvB<=4k,kp<=8k,0.0288,2
16,n<=32,sr<=5%,kvB<=4k,kp=0,0.0262,2
16,n<=32,sr<=70%,kvB<=16k,kp<=1k,-0.0216,2
16,n<=32,sr<=70%,kvB<=16k,kp<=2k,-0.0504,2
16,n<=32,sr<=70%,kvB<=16k,kp<=4k,-0.0725,2
16,n<=32,sr<=70%,kvB<=16k,kp<=512,-0.0459,2
16,n<=32,sr<=70%,kvB<=16k,kp<=8k,-0.0224,1
16,n<=32,sr<=70%,kvB<=16k,kp=0,-0.0502,2
16,n<=32,sr<=70%,kvB<=1k,kp<=1k,-0.4391,1
16,n<=32,sr<=70%,kvB<=1k,kp<=2k,-0.5026,1
16,n<=32,sr<=70%,kvB<=1k,kp<=4k,-0.0458,2
16,n<=32,sr<=70%,kvB<=1k,kp<=512,-0.2377,1
16,n<=32,sr<=70%,kvB<=1k,kp<=8k,0.2438,2
16,n<=32,sr<=70%,kvB<=1k,kp=0,0.3702,2
16,n<=32,sr<=70%,kvB<=4k,kp<=1k,0.0201,2
16,n<=32,sr<=70%,kvB<=4k,kp<=2k,-0.0263,2
16,n<=32,sr<=70%,kvB<=4k,kp<=4k,-0.0043,2
16,n<=32,sr<=70%,kvB<=4k,kp<=512,-0.0574,2
16,n<=32,sr<=70%,kvB<=4k,kp<=8k,0.0059,2
16,n<=32,sr<=70%,kvB<=4k,kp=0,0.0386,2
16,n<=32,sr>70%,kvB<=16k,kp<=1k,0.6483,4
16,n<=32,sr>70%,kvB<=16k,kp<=2k,0.7946,3
16,n<=32,sr>70%,kvB<=16k,kp<=4k,0.8138,4
16,n<=32,sr>70%,kvB<=16k,kp<=512,0.7229,4
16,n<=32,sr>70%,kvB<=16k,kp<=8k,0.72,2
16,n<=32,sr>70%,kvB<=16k,kp=0,0.7484,4
16,n<=32,sr>70%,kvB<=1k,kp<=1k,0.615,2
16,n<=32,sr>70%,kvB<=1k,kp<=2k,0.5043,1
16,n<=32,sr>70%,kvB<=1k,kp<=4k,0.4981,3
16,n<=32,sr>70%,kvB<=1k,kp<=512,0.2982,4
16,n<=32,sr>70%,kvB<=1k,kp<=8k,-0.0222,4
16,n<=32,sr>70%,kvB<=1k,kp=0,0.3601,4
16,n<=32,sr>70%,kvB<=4k,kp<=1k,1.3973,4
16,n<=32,sr>70%,kvB<=4k,kp<=2k,1.7498,1
16,n<=32,sr>70%,kvB<=4k,kp<=4k,-0.074,2
16,n<=32,sr>70%,kvB<=4k,kp<=512,1.3559,4
16,n<=32,sr>70%,kvB<=4k,kp<=8k,-1.5635,4
16,n<=32,sr>70%,kvB<=4k,kp=0,1.4693,3
16,n<=4,sr<=40%,kvB<=16k,kp<=1k,0.4439,2
16,n<=4,sr<=40%,kvB<=16k,kp<=2k,0.2646,2
16,n<=4,sr<=40%,kvB<=16k,kp<=4k,0.1961,2
16,n<=4,sr<=40%,kvB<=16k,kp<=512,0.4628,2
16,n<=4,sr<=40%,kvB<=16k,kp<=8k,0.23,2
16,n<=4,sr<=40%,kvB<=16k,kp=0,0.3764,2
16,n<=4,sr<=40%,kvB<=1k,kp<=1k,-0.6421,1
16,n<=4,sr<=40%,kvB<=1k,kp<=4k,-1.1172,1
16,n<=4,sr<=40%,kvB<=1k,kp<=8k,-0.3167,2
16,n<=4,sr<=40%,kvB<=1k,kp=0,0.8612,5
16,n<=4,sr<=40%,kvB<=4k,kp<=1k,0.3203,1
16,n<=4,sr<=40%,kvB<=4k,kp<=2k,0.807,1
16,n<=4,sr<=40%,kvB<=4k,kp<=4k,0.2051,2
16,n<=4,sr<=40%,kvB<=4k,kp<=512,0.4023,1
16,n<=4,sr<=40%,kvB<=4k,kp=0,0.4626,3
16,n<=4,sr<=70%,kvB<=16k,kp<=1k,0.2559,2
16,n<=4,sr<=70%,kvB<=16k,kp<=2k,0.3094,2
16,n<=4,sr<=70%,kvB<=16k,kp<=4k,0.4957,2
16,n<=4,sr<=70%,kvB<=16k,kp<=512,0.3997,2
16,n<=4,sr<=70%,kvB<=16k,kp<=8k,0.133,2
16,n<=4,sr<=70%,kvB<=16k,kp=0,0.2463,2
16,n<=4,sr<=70%,kvB<=1k,kp<=4k,-0.4414,2
16,n<=4,sr<=70%,kvB<=1k,kp<=512,5.846,1
16,n<=4,sr<=70%,kvB<=1k,kp<=8k,-0.8858,1
16,n<=4,sr<=70%,kvB<=1k,kp=0,1.0282,3
16,n<=4,sr<=70%,kvB<=4k,kp<=1k,0.5276,2
16,n<=4,sr<=70%,kvB<=4k,kp<=2k,-0.4824,2
16,n<=4,sr<=70%,kvB<=4k,kp<=4k,-1.9509,1
16,n<=4,sr<=70%,kvB<=4k,kp<=512,0.278,1
16,n<=4,sr<=70%,kvB<=4k,kp=0,0.2622,2
16,n<=4,sr>70%,kvB<=16k,kp<=1k,0.1154,2
16,n<=4,sr>70%,kvB<=16k,kp<=2k,0.2619,2
16,n<=4,sr>70%,kvB<=16k,kp<=4k,0.23,2
16,n<=4,sr>70%,kvB<=16k,kp<=512,0.0043,2
16,n<=4,sr>70%,kvB<=16k,kp<=8k,0.2455,2
16,n<=4,sr>70%,kvB<=16k,kp=0,0.133,2
16,n<=4,sr>70%,kvB<=1k,kp<=2k,-1.6054,1
16,n<=4,sr>70%,kvB<=1k,kp<=4k,0.5463,1
16,n<=4,sr>70%,kvB<=1k,kp<=512,-0.1585,2
16,n<=4,sr>70%,kvB<=1k,kp<=8k,0.45,1
