regime,n,nb,ratio,skew,pc,kp,kvs,kv_big,kv_mean,t_mean_us,t_max_us,t_skew_us,alpha
mixed,2,1,0.5,4.0,64,8192,256,1024,640,312.228,312.252,308.223,-166.875
mixed,2,1,0.5,4.0,64,8192,512,2048,1280,311.36,310.464,311.01,
mixed,2,1,0.5,4.0,64,8192,1024,4096,2560,338.301,316.319,351.457,
mixed,2,1,0.5,4.0,64,8192,2048,8192,5120,315.971,315.199,316.064,
mixed,2,1,0.5,4.0,64,8192,4096,16384,10240,306.656,359.901,360.03,1.0024
mixed,2,1,0.5,4.0,128,0,128,512,320,234.332,228.315,226.721,
mixed,2,1,0.5,4.0,128,0,256,1024,640,230.814,238.239,237.279,0.8707
mixed,2,1,0.5,4.0,128,0,512,2048,1280,241.76,243.461,256.736,8.8042
mixed,2,1,0.5,4.0,128,0,1024,4096,2560,251.489,281.409,281.089,0.9893
mixed,2,1,0.5,4.0,128,0,2048,8192,5120,300.961,356.832,359.005,1.0389
mixed,2,1,0.5,4.0,128,0,4096,16384,10240,398.012,513.379,513.953,1.005
mixed,2,1,0.5,4.0,128,512,128,512,320,257.597,257.634,255.967,-44.0541
mixed,2,1,0.5,4.0,128,512,256,1024,640,255.745,249.409,246.943,
mixed,2,1,0.5,4.0,128,512,512,2048,1280,248.448,261.123,261.215,1.0073
mixed,2,1,0.5,4.0,128,512,1024,4096,2560,269.503,300.383,299.394,0.968
mixed,2,1,0.5,4.0,128,512,2048,8192,5120,315.808,374.59,372.574,0.9657
mixed,2,1,0.5,4.0,128,512,4096,16384,10240,411.454,526.272,528.733,1.0214
mixed,2,1,0.5,4.0,128,1024,128,512,320,269.47,266.56,266.883,
mixed,2,1,0.5,4.0,128,1024,256,1024,640,267.809,269.247,271.775,2.758
mixed,2,1,0.5,4.0,128,1024,512,2048,1280,267.807,259.136,262.467,
mixed,2,1,0.5,4.0,128,1024,1024,4096,2560,271.232,299.361,300.416,1.0375
mixed,2,1,0.5,4.0,128,1024,2048,8192,5120,315.679,376.257,375.714,0.991
mixed,2,1,0.5,4.0,128,1024,4096,16384,10240,413.886,526.523,529.796,1.0291
mixed,2,1,0.5,4.0,128,2048,128,512,320,285.439,286.981,285.604,0.107
mixed,2,1,0.5,4.0,128,2048,256,1024,640,284.764,287.393,284.223,-0.2058
mixed,2,1,0.5,4.0,128,2048,512,2048,1280,303.103,311.554,305.506,0.2843
mixed,2,1,0.5,4.0,128,2048,1024,4096,2560,322.306,350.946,311.934,-0.3622
mixed,2,1,0.5,4.0,128,2048,2048,8192,5120,370.876,376.35,376.225,0.9772
mixed,2,1,0.5,4.0,128,2048,4096,16384,10240,413.506,529.696,530.976,1.011
mixed,2,1,0.5,4.0,128,4096,128,512,320,326.815,325.152,326.688,
mixed,2,1,0.5,4.0,128,4096,256,1024,640,324.801,325.92,325.245,0.3968
mixed,2,1,0.5,4.0,128,4096,512,2048,1280,325.25,325.541,326.432,4.0619
mixed,2,1,0.5,4.0,128,4096,1024,4096,2560,363.234,388.96,383.392,0.7836
mixed,2,1,0.5,4.0,128,4096,2048,8192,5120,412.032,470.559,390.496,-0.368
mixed,2,1,0.5,4.0,128,4096,4096,16384,10240,510.4,531.714,532.542,1.0388
mixed,2,1,0.5,4.0,128,8192,128,512,320,400.991,402.785,401.564,0.3194
mixed,2,1,0.5,4.0,128,8192,256,1024,640,401.568,400.763,400.641,
mixed,2,1,0.5,4.0,128,8192,512,2048,1280,403.132,401.152,401.859,
mixed,2,1,0.5,4.0,128,8192,1024,4096,2560,401.186,402.341,400.709,-0.413
mixed,2,1,0.5,4.0,128,8192,2048,8192,5120,495.742,548.063,541.6,0.8765
mixed,2,1,0.5,4.0,128,8192,4096,16384,10240,586.174,706.624,549.47,-0.3047
mixed,2,1,0.5,4.0,256,0,128,512,320,294.465,285.186,288.994,
mixed,2,1,0.5,4.0,256,0,256,1024,640,290.848,307.326,306.688,0.9613
mixed,2,1,0.5,4.0,256,0,512,2048,1280,318.174,345.569,348.93,1.1227
mixed,2,1,0.5,4.0,256,0,1024,4096,2560,366.659,389.152,420.767,2.4055
mixed,2,1,0.5,4.0,256,0,2048,8192,5120,426.366,543.521,546.268,1.0234
mixed,2,1,0.5,4.0,256,0,4096,16384,10240,620.894,853.984,859.201,1.0224
mixed,2,1,0.5,4.0,256,512,128,512,320,311.52,313.473,312.639,0.573
mixed,2,1,0.5,4.0,256,512,256,1024,640,312.928,312.673,307.743,
mixed,2,1,0.5,4.0,256,512,512,2048,1280,318.822,348.223,346.88,0.9543
mixed,2,1,0.5,4.0,256,512,1024,4096,2560,375.107,429.408,428.158,0.977
mixed,2,1,0.5,4.0,256,512,2048,8192,5120,461.794,579.043,578.945,0.9992
mixed,2,1,0.5,4.0,256,512,4096,16384,10240,653.597,887.842,890.431,1.0111
mixed,2,1,0.5,4.0,256,1024,128,512,320,334.818,333.153,335.487,
mixed,2,1,0.5,4.0,256,1024,256,1024,640,330.462,331.042,331.872,2.431
mixed,2,1,0.5,4.0,256,1024,512,2048,1280,330.336,352.478,349.599,0.87
mixed,2,1,0.5,4.0,256,1024,1024,4096,2560,364.158,424.705,423.966,0.9878
mixed,2,1,0.5,4.0,256,1024,2048,8192,5120,462.689,577.375,576.032,0.9883
mixed,2,1,0.5,4.0,256,1024,4096,16384,10240,655.489,886.851,887.616,1.0033
mixed,2,1,0.5,4.0,256,2048,128,512,320,370.144,375.583,380.159,1.8413
mixed,2,1,0.5,4.0,256,2048,256,1024,640,372.478,370.849,374.367,
mixed,2,1,0.5,4.0,256,2048,512,2048,1280,371.33,372.962,369.696,-1.0012
mixed,2,1,0.5,4.0,256,2048,1024,4096,2560,367.043,426.113,431.329,1.0883
mixed,2,1,0.5,4.0,256,2048,2048,8192,5120,463.168,578.081,580.192,1.0184
mixed,2,1,0.5,4.0,256,2048,4096,16384,10240,657.823,887.099,892.895,1.0253
mixed,2,1,0.5,4.0,256,4096,128,512,320,449.282,447.456,447.998,
mixed,2,1,0.5,4.0,256,4096,256,1024,640,447.903,450.082,450.751,1.307
mixed,2,1,0.5,4.0,256,4096,512,2048,1280,452.224,450.976,446.559,
mixed,2,1,0.5,4.0,256,4096,1024,4096,2560,446.944,445.856,454.912,
mixed,2,1,0.5,4.0,256,4096,2048,8192,5120,465.151,588.284,576.51,0.9044
mixed,2,1,0.5,4.0,256,4096,4096,16384,10240,656.386,893.92,890.687,0.9864
mixed,2,1,0.5,4.0,256,8192,128,512,320,602.238,604.031,601.598,-0.3569
mixed,2,1,0.5,4.0,256,8192,256,1024,640,603.614,601.659,607.521,
mixed,2,1,0.5,4.0,256,8192,512,2048,1280,605.089,601.602,602.781,
mixed,2,1,0.5,4.0,256,8192,1024,4096,2560,601.726,603.233,601.76,0.0226
mixed,2,1,0.5,4.0,256,8192,2048,8192,5120,609.184,602.75,599.685,
mixed,2,1,0.5,4.0,256,8192,4096,16384,10240,659.135,890.271,891.516,1.0054
mixed,2,1,0.5,4.0,512,0,128,512,320,340.097,340.701,342.24,3.548
mixed,2,1,0.5,4.0,512,0,256,1024,640,350.788,381.726,379.457,0.9267
mixed,2,1,0.5,4.0,512,0,512,2048,1280,399.329,455.616,456.225,1.0108
mixed,2,1,0.5,4.0,512,0,1024,4096,2560,497.439,611.586,612.863,1.0112
mixed,2,1,0.5,4.0,512,0,2048,8192,5120,688.865,919.583,917.314,0.9902
mixed,2,1,0.5,4.0,512,0,4096,16384,10240,1068.831,1534.298,1533.76,0.9988
mixed,2,1,0.5,4.0,512,512,128,512,320,380.131,382.365,382.496,1.0586
mixed,2,1,0.5,4.0,512,512,256,1024,640,382.148,379.233,384.195,
mixed,2,1,0.5,4.0,512,512,512,2048,1280,400.831,456.769,459.581,1.0503
mixed,2,1,0.5,4.0,512,512,1024,4096,2560,496.674,612.034,609.408,0.9772
mixed,2,1,0.5,4.0,512,512,2048,8192,5120,689.408,921.926,922.717,1.0034
mixed,2,1,0.5,4.0,512,512,4096,16384,10240,1075.008,1534.813,1537.923,1.0068
mixed,2,1,0.5,4.0,512,1024,128,512,320,419.906,416.384,414.976,
mixed,2,1,0.5,4.0,512,1024,256,1024,640,418.754,420.831,417.697,-0.5089
mixed,2,1,0.5,4.0,512,1024,512,2048,1280,422.591,462.3,460.192,0.9469
mixed,2,1,0.5,4.0,512,1024,1024,4096,2560,502.913,613.442,613.538,1.0009
mixed,2,1,0.5,4.0,512,1024,2048,8192,5120,688.511,919.014,922.142,1.0136
mixed,2,1,0.5,4.0,512,1024,4096,16384,10240,1078.3,1539.36,1536.449,0.9937
mixed,2,1,0.5,4.0,512,2048,128,512,320,494.271,498.274,494.239,-0.008
mixed,2,1,0.5,4.0,512,2048,256,1024,640,496.99,499.422,500.126,1.2895
mixed,2,1,0.5,4.0,512,2048,512,2048,1280,499.616,494.819,496.67,
mixed,2,1,0.5,4.0,512,2048,1024,4096,2560,499.714,616.571,613.951,0.9776
mixed,2,1,0.5,4.0,512,2048,2048,8192,5120,694.302,927.804,923.902,0.9833
mixed,2,1,0.5,4.0,512,2048,4096,16384,10240,1079.236,1535.169,1534.43,0.9984
mixed,2,1,0.5,4.0,512,4096,128,512,320,649.31,652.573,646.72,-0.7937
mixed,2,1,0.5,4.0,512,4096,256,1024,640,653.571,649.44,649.92,
mixed,2,1,0.5,4.0,512,4096,512,2048,1280,653.12,650.111,655.616,
mixed,2,1,0.5,4.0,512,4096,1024,4096,2560,653.377,653.854,651.837,-3.2285
mixed,2,1,0.5,4.0,512,4096,2048,8192,5120,689.663,922.43,921.948,0.9979
mixed,2,1,0.5,4.0,512,4096,4096,16384,10240,1077.213,1538.716,1533.632,0.989
mixed,2,1,0.5,4.0,512,8192,128,512,320,949.056,961.115,956.287,0.5996
mixed,2,1,0.5,4.0,512,8192,256,1024,640,951.587,953.019,952.547,0.6704
mixed,2,1,0.5,4.0,512,8192,512,2048,1280,954.208,950.144,951.355,
mixed,2,1,0.5,4.0,512,8192,1024,4096,2560,952.956,951.684,959.391,
mixed,2,1,0.5,4.0,512,8192,2048,8192,5120,953.86,952.766,954.978,
mixed,2,1,0.5,4.0,512,8192,4096,16384,10240,1080.541,1531.868,1533.408,1.0034
mixed,2,1,0.5,4.0,1024,0,128,512,320,526.848,527.36,525.792,-2.0625
mixed,2,1,0.5,4.0,1024,0,256,1024,640,529.983,532.704,536.029,2.222
mixed,2,1,0.5,4.0,1024,0,512,2048,1280,535.616,540.515,539.102,0.7116
mixed,2,1,0.5,4.0,1024,0,1024,4096,2560,539.4,551.458,541.667,0.188
mixed,2,1,0.5,4.0,1024,0,2048,8192,5120,552.64,559.551,554.467,0.2644
mixed,2,1,0.5,4.0,1024,0,4096,16384,10240,565.12,577.86,571.835,0.5271
mixed,2,1,0.5,4.0,1024,512,128,512,320,629.212,631.521,628.579,-0.2741
mixed,2,1,0.5,4.0,1024,512,256,1024,640,633.279,634.687,631.136,-1.522
mixed,2,1,0.5,4.0,1024,512,512,2048,1280,631.842,638.976,642.719,1.5247
mixed,2,1,0.5,4.0,1024,512,1024,4096,2560,642.69,646.714,642.209,-0.1195
mixed,2,1,0.5,4.0,1024,512,2048,8192,5120,652.447,655.298,661.799,3.2803
mixed,2,1,0.5,4.0,1024,512,4096,16384,10240,665.084,678.464,673.792,0.6508
mixed,2,1,0.5,4.0,1024,1024,128,512,320,671.577,670.175,671.169,
mixed,2,1,0.5,4.0,1024,1024,256,1024,640,672.798,671.038,674.116,
mixed,2,1,0.5,4.0,1024,1024,512,2048,1280,675.196,680.286,686.662,2.2527
mixed,2,1,0.5,4.0,1024,1024,1024,4096,2560,682.846,689.087,689.509,1.0676
mixed,2,1,0.5,4.0,1024,1024,2048,8192,5120,690.942,701.376,694.948,0.3839
mixed,2,1,0.5,4.0,1024,1024,4096,16384,10240,706.56,718.393,713.76,0.6085
mixed,2,1,0.5,4.0,1024,2048,128,512,320,753.057,753.663,752.636,-0.6947
mixed,2,1,0.5,4.0,1024,2048,256,1024,640,754.623,755.937,754.174,-0.3417
mixed,2,1,0.5,4.0,1024,2048,512,2048,1280,759.585,763.224,758.913,-0.1847
mixed,2,1,0.5,4.0,1024,2048,1024,4096,2560,764.064,771.873,765.342,0.1637
mixed,2,1,0.5,4.0,1024,2048,2048,8192,5120,777.215,780.16,780.319,1.054
mixed,2,1,0.5,4.0,1024,2048,4096,16384,10240,790.462,799.875,792.641,0.2315
mixed,2,1,0.5,4.0,1024,4096,128,512,320,912.165,918.171,915.073,0.4842
mixed,2,1,0.5,4.0,1024,4096,256,1024,640,915.842,917.088,917.187,1.0795
mixed,2,1,0.5,4.0,1024,4096,512,2048,1280,915.877,928.099,922.873,0.5724
mixed,2,1,0.5,4.0,1024,4096,1024,4096,2560,927.485,932.962,930.884,0.6206
mixed,2,1,0.5,4.0,1024,4096,2048,8192,5120,937.82,939.524,946.945,5.355
mixed,2,1,0.5,4.0,1024,4096,4096,16384,10240,950.085,962.112,955.614,0.4597
mixed,2,1,0.5,4.0,1024,8192,128,512,320,1229.023,1229.89,1233.918,5.6459
mixed,2,1,0.5,4.0,1024,8192,256,1024,640,1230.465,1234.594,1234.788,1.047
mixed,2,1,0.5,4.0,1024,8192,512,2048,1280,1239.264,1238.812,1236.871,
mixed,2,1,0.5,4.0,1024,8192,1024,4096,2560,1244.381,1245.472,1250.883,5.9597
mixed,2,1,0.5,4.0,1024,8192,2048,8192,5120,1253.089,1253.984,1255.196,2.3542
mixed,2,1,0.5,4.0,1024,8192,4096,16384,10240,1261.888,1277.599,1267.266,0.3423
mixed,2,1,0.5,4.0,2048,0,128,512,320,900.508,896.16,899.459,
mixed,2,1,0.5,4.0,2048,0,256,1024,640,899.2,900.285,902.43,2.977
mixed,2,1,0.5,4.0,2048,0,512,2048,1280,904.16,909.413,908.423,0.8115
mixed,2,1,0.5,4.0,2048,0,1024,4096,2560,909.566,917.12,911.904,0.3095
mixed,2,1,0.5,4.0,2048,0,2048,8192,5120,918.431,923.712,927.546,1.726
mixed,2,1,0.5,4.0,2048,0,4096,16384,10240,935.808,947.551,942.047,0.5313
mixed,2,1,0.5,4.0,2048,512,128,512,320,1034.973,1043.935,1035.582,0.068
mixed,2,1,0.5,4.0,2048,512,256,1024,640,1040.067,1040.193,1042.112,16.2302
mixed,2,1,0.5,4.0,2048,512,512,2048,1280,1038.913,1051.229,1050.468,0.9382
mixed,2,1,0.5,4.0,2048,512,1024,4096,2560,1046.499,1057.439,1047.714,0.1111
mixed,2,1,0.5,4.0,2048,512,2048,8192,5120,1059.68,1065.769,1062.621,0.483
mixed,2,1,0.5,4.0,2048,512,4096,16384,10240,1068.574,1084.54,1082.335,0.8619
mixed,2,1,0.5,4.0,2048,1024,128,512,320,1093.696,1097.189,1092.769,-0.2654
mixed,2,1,0.5,4.0,2048,1024,256,1024,640,1095.258,1100.642,1095.701,0.0823
mixed,2,1,0.5,4.0,2048,1024,512,2048,1280,1096.927,1109.724,1099.903,0.2326
mixed,2,1,0.5,4.0,2048,1024,1024,4096,2560,1104.994,1107.839,1111.233,2.193
mixed,2,1,0.5,4.0,2048,1024,2048,8192,5120,1115.073,1121.63,1117.121,0.3123
mixed,2,1,0.5,4.0,2048,1024,4096,16384,10240,1136.133,1138.211,1135.301,-0.4004
mixed,2,1,0.5,4.0,2048,2048,128,512,320,1207.93,1206.721,1207.33,
mixed,2,1,0.5,4.0,2048,2048,256,1024,640,1208.387,1210.209,1209.512,0.6175
mixed,2,1,0.5,4.0,2048,2048,512,2048,1280,1219.612,1214.657,1216.092,
mixed,2,1,0.5,4.0,2048,2048,1024,4096,2560,1218.178,1228.832,1223.849,0.5323
mixed,2,1,0.5,4.0,2048,2048,2048,8192,5120,1234.914,1235.556,1234.081,-1.2975
mixed,2,1,0.5,4.0,2048,2048,4096,16384,10240,1240.544,1252.127,1251.65,0.9588
mixed,2,1,0.5,4.0,2048,4096,128,512,320,1460.416,1459.711,1459.803,
mixed,2,1,0.5,4.0,2048,4096,256,1024,640,1456.384,1461.88,1461.28,0.8908
mixed,2,1,0.5,4.0,2048,4096,512,2048,1280,1453.984,1460.416,1463.873,1.5375
mixed,2,1,0.5,4.0,2048,4096,1024,4096,2560,1461.6,1469.28,1468.833,0.9418
mixed,2,1,0.5,4.0,2048,4096,2048,8192,5120,1471.453,1483.136,1473.31,0.1589
mixed,2,1,0.5,4.0,2048,4096,4096,16384,10240,1482.205,1495.937,1490.946,0.6365
mixed,2,1,0.5,4.0,2048,8192,128,512,320,1909.056,1908.828,1915.134,
mixed,2,1,0.5,4.0,2048,8192,256,1024,640,1920.063,1911.46,1913.249,
mixed,2,1,0.5,4.0,2048,8192,512,2048,1280,1917.6,1914.945,1918.685,
mixed,2,1,0.5,4.0,2048,8192,1024,4096,2560,1920.546,1926.466,1925.373,0.8154
mixed,2,1,0.5,4.0,2048,8192,2048,8192,5120,1928.861,1935.514,1930.206,0.2022
mixed,2,1,0.5,4.0,2048,8192,4096,16384,10240,1945.536,1954.693,1949.952,0.4823
pure,4,1,0.25,4.0,0,0,128,512,224,158.88,164.576,164.48,0.9831
pure,4,1,0.25,4.0,0,0,256,1024,448,164.863,167.775,165.116,0.0869
pure,4,1,0.25,4.0,0,0,512,2048,896,164.512,170.11,169.057,0.8119
pure,4,1,0.25,4.0,0,0,1024,4096,1792,170.467,182.084,178.531,0.6942
pure,4,1,0.25,4.0,0,0,2048,8192,3584,188.577,199.008,192.13,0.3406
pure,4,1,0.25,4.0,0,0,4096,16384,7168,198.911,224.736,204.448,0.2144
mixed,4,1,0.25,4.0,16,0,128,512,224,187.811,191.456,191.168,0.921
mixed,4,1,0.25,4.0,16,0,256,1024,448,195.105,193.698,191.872,
mixed,4,1,0.25,4.0,16,0,512,2048,896,192.768,198.72,196.354,0.6025
mixed,4,1,0.25,4.0,16,0,1024,4096,1792,194.652,212.769,203.807,0.5053
mixed,4,1,0.25,4.0,16,0,2048,8192,3584,210.242,226.4,214.206,0.2453
mixed,4,1,0.25,4.0,16,0,4096,16384,7168,219.934,250.018,236.032,0.5351
